15201,ELEMENTARY ITALIAN I ,ITAL,,,An introduction to the Italian language in the context of Italian culture.,2011
15202,ELEMENTARY ITALIAN II ,ITAL,ITAL 15201.,,A continuation of the introduction to the Italian language in the context of Italian culture.,2011
15204,BASIC CONVERSATIONAL ITALIAN I ,ITAL,Permission.,,Exposure to basic grammar and to current Italian useful to travelers. Not applicable to fulfillment of foreign language requirement.,2011
15205,BASIC CONVERSATIONAL ITALIAN II ,ITAL,ITAL 15204.,,Continuation of ITAL 15204.,2011
25201,INTERMEDIATE ITALIAN I ,ITAL,ITAL 15202.,,"Continued development of speaking, listening, reading and writing skills using a variety of cultural materials.",2011
25202,INTERMEDIATE ITALIAN II ,ITAL,ITAL 25201.,,Continuation of ITAL 25201.,2011
25209,FIELD STUDY ,ITAL,Special approval.,,For residence and/or field research in an Italian-speaking community. Prior to registering for this course student must obtain departmental approval. Repeatable for a total of 6 hours.,2011
35211,ITALIAN COMPOSITION AND CONVERSATION I ,ITAL,ITAL 25202.,,Study and practice of written and oral Italian with emphasis on acquisition of written and oral proficiency in the language.,2011
35213,ITALIAN COMPOSITION AND CONVERSATION II ,ITAL,ITAL 35211.,,Advanced practice in speaking and writing the Italian language.,2011
35331,EARLY ITALIAN LITERATURE ,ITAL,ITAL 35211.,,A survey of Italian literature from its medieval origins to the Baroque period.,2011
35332,RECENT ITALIAN LITERATURE ,ITAL,ITAL 35211.,,This course surveys the major movements and authors from the Baroque period through the 20th century.,2011
35421,ITALIAN CIVILIZATION ,ITAL,ITAL 25202.,,"Lectures, readings, oral and written reports on outstanding features of the culture and civilization of Italy.",2011
35597,COLLOQUIUM ,ITAL,Permission.,,Variable topic course deals with single literary theme in Italian literature or a single author. May be offered in Italian or in English translation.,2011
45093,VARIABLE TITLE WORKSHOP IN ITALIAN ,ITAL,Departmental permission.,,Workshops individually designed to provide instruction and training in specific areas of Italian studies. S u graded.,2011
45096,INDIVIDUAL INVESTIGATION ,ITAL,ITAL 25202 and junior standing and special approval.,,"Allows the advanced, serious student to carry out research study project on Italian literature, language or culture. Prior approval of supervising faculty member department required. Repeatable for a total of 6 hours.",2011
45356,DANTE ,ITAL,6 hours of Italian at the 30000- level.,,"This course studies Dante's Divine Comedy in its entirety (Inferno, Purgatory and Paradise) in the original language.",2011
