Course Number,Course Name,Department,Prerequisites,Corequesites,Description
KBA 44080 ,"STUDIO EXPERIENCE IN FINE ARTS
",KBA,special approval.,None,"(Repeatable for credit) Studio exploration of selected concepts in painting,sculpture printmaking or
photography. Content varies with each section offered. Special course fee $22.00 credit/hour."
KBA 45080 ,"STUDIO EXPERIENCE IN CRAFTS
",KBA,special approval.,None,"(Repeatable for credit) Studio exploration of selected concepts in ceramics,enameling glass jewelry metals or
fiber arts. Content varies with each section offered. Special course fee $25.00: credit hour."
KBA 54080 ,"STUDIO EXPERIENCE IN FINE ARTS
",KBA,special approval and graduate standing.,None,"(Repeatable for credit) Studio exploration of selected concepts in painting, sculpture, printmaking or
photography. Content varies with each section offered."
KBA 55080 ,"STUDIO EXPERIENCE IN CRAFTS
",KBA,special approval and graduate standing.,None,"(Repeatable for credit) Studio exploration of selected concepts in ceramics, enameling, glass, jewelry, metals
or fiber arts. Content varies with each section offered."
