Course Number,Course Name,Department,Prerequisites,Corequesites,Description
WMST 20095 ,"SPECIAL TOPICS IN WOMEN'S STUDIES
",WMST,None.,None,"(Repeatable for credit when topic varies) Study of particular contemporary figures, events and social practices
 or phenomenon as they relate to women's studies. This includes women and war, women and work, and women
 and interpersonal violence."
WMST 20193 ,"VARIABLE TITLE WORKSHOP IN WOMEN'S STUDIES
",WMST,None.,None,(Repeatable for credit)Workshop focused on a specific topic within women's studies.
WMST 30000 ,"COLLOQUIUM IN WOMEN'S STUDIES
",WMST,"Junior standing.2015 Kent State University Catalog - Spring 2016 Course Descriptions
",None,"A critical investigation of the position and category of women from a cross-cultural,historical and
 interdisciplinary perspective with special
emphasis on major themes and issues in women's studies. Issues
including race, ethnicity and sexuality will be addressed."
WMST 30001 ,"FEMINIST THEORY
",WMST,"junior standing; and ENG 21002 or ENG 33013 or ENG 33014 orCOMM 35912 or WMST 20095 or WMST 30000 or WMST 30095 or WMST 30100 or PHIL 31040 or CRIM 37411
 or PAS 33110 or PAS 37100 or PAS 37200 or HIST 31075 or GER 41332 or POL 40470 or SOC 42315.
",None,"An examination of important historical and contemporary works of feminist theory,and their influence on the
 development of feminist thought and practice in the U.S. and worldwide. Issues including race, ethnicity and
 sexuality will be addressed."
WMST 30095 ,"SPECIAL TOPICS IN WOMEN'S STUDIES II
",WMST,None.,None,"(Repeatable for credit when topic varies) Study of selected topics in women's studies organized around
 historical and theoretical issues and movements. This includes contemporary feminist theory, suffragist
movement and third wave feminism."
WMST 30100 ,"HISTORY OF WOMEN IN THE UNITED STATES
",WMST,none.,None,"(Cross-listed with HIST 31075) An exploration of the political, economic, social, intellectual, and cultural forces
 that have shaped women's lives, women's thought, perceptions of womanhood, and feminism for 1607 to the
 present in what is now the United States."
WMST 30196 ,"WOMEN STUDIES INDIVIDUAL INVESTIGATION
",WMST,"Special2015 Kent State University Catalog - Spring 2016 Course Descriptions
RELEASE: 8.5.4
 approval of faculty member and department.
",None,"(Repeatable for credit)The design and completion of a scholarly research
project related to women's studies,
 and the presentation of findings at
the end of the term. Typically a capstone course for those completing the
 women's studies minor. Arrangements must be made in the semester prior to registration."
WMST 40095 ,"SPECIAL TOPICS IN WOMEN'S STUDIES III
",WMST,WMST 30000 or WMST 30001.,None,"(Repeatable for credit when topic varies). Informed study of critical issues in women's studies from an
 international or global perspective."
WMST 40193 ,"VARIABLE TITLE WORKSHOP IN WOMEN'S STUDIES
",WMST,None.,None,(Repeatable for credit)Workshop focused on a specific topic within women's studies.
