10010,FAA REGULATIONS AND DOCUMENTATION FAA,AMRT,,AMRT10040.,"history, inspections, documentation and aircraft drawings. Comprehensive course for the AMRT candidate to meet the Requirements for FAA certification. Corequisite: AMRT10040.",2012
10020,AIRCRAFT TOOLS AND TECHNIQUES ,AMRT,,AMRT 10010.,Welding for the aviation maintenance technician and understanding of fluid lines and fittings. Comprehensive course for the AMRT candidate to meet the Requirements for FAA certification. Corequisite: AMRT 10010.,2012
