10010,INFORMATION FLUENCY FOR COLLEGE SUCCESS ,LIB,,,"Teaches information and technology skills critical to college success, enabling students to become information fluent--able to find and evaluate information in a variety of contexts and formats, using a variety of technologies, to achieve specific objectives in effective and socially responsible ways.",2012
30010,INFORMATION FLUENCY IN THE WORKPLACE AND BEYOND ,LIB,,,"Teaches information access, technology and media literacy skills, which enables students to become, not only information literate, but also information fluent-able to move seamlessly among multiple information sources and technologies resources to fill their informational needs, whether in the classroom or the workplace.",2012
