45011,SUMMER DESIGN STUDIO,SVCD,,,"(Repeatable for a maximum of 16 credit hours) Summer course offerings investigating specialized areas of graphic design, illustration or photography taught primarily by guest faculty.",2012
55011,SUMMER DESIGN STUDIO,SVCD,graduate standing.,,"(Repeatable for a maximum of 16 credit hours) Summer course offerings investigating specialized areas of graphic design, illustration or photography taught primarily by guest faculty.",2012
65011,SUMMER DESIGN STUDIO,SVCD,graduate standing.,,"(Repeatable for a maximum of 16 credit hours) Summer course offerings investigating specialized areas of graphic design, illustration or photography taught primarily by guest faculty.",2012
