Course Number,Course Name,Department,Prerequisites,Corequesites,Description
MATH 60091 ,"SEMINAR IN STATISTICS & PROBABILITY
",MATH,"Special approvaland graduate standing.
",None,(Repeatable for credit)Seminar on current research in statistics and probability.
MATH 60093 ,"VARIABLE TITLE WORKSHOP IN MATHEMATICS
",MATH,"Special approval and graduatestanding.
",None,"(Repeatable for credit)Studies of special topics in mathematics. Not acceptable for credit toward a graduate
 degree in mathematics without approval of the student's adviser."
MATH 60094 ,"COLLEGE TEACHING OF MATHEMATICS
",MATH,Graduate standing.,None,"(Repeatable for credit)Techniques and problems in the teaching of college-level mathematics. Student
 presentations of mathematical papers and colloquia will be included."
MATH 61051 ,"ABSTRACT ALGEBRA I
",MATH,Special approval and graduate standing.,None,"Advanced topics in group theory including Sylow Theorems, finite Abelian
groups, divisible groups and related
 concepts. Includes one hour problem session each week."
MATH 61052 ,"ABSTRACT ALGEBRA II
",MATH,MATH 6/71051 and graduate standing.,None,"Advanced topics, commutative ring theory, and field theory including polynomial rings, unique factorization
 domains, matrix rings, Galois theory."
MATH 61091 ,"SEMINAR IN ALGEBRA
",MATH,"Special approval and graduatestanding.
",None,(Repeatable for credit)Seminar on current research in algebra.
MATH 62041 ,"METHODS OF APPLIED MATHEMATICS I
",MATH,"MATH 51021 and MATH 52041and MATH 52045 and MATH 52048 and graduate standing.
",None,"Analysis and applications of ordinary and partial differential equations
and related topics. Dimensional analysis
 (Buckingham Pi Theorem). Perturbation methods (singular perturbations, matched asymptotic expansions, WKB
 approximation). Variational methods (Euler-Lagrange equations)."
MATH 62042 ,"METHODS OF APPLIED MATHEMATICS II
",MATH,"MATH 6/72041 and graduatestanding.
",None,"Continuation of MATH 6/72041. Integral equations and Green's functions (Fredholm alternative, compact
 operators, distributions, weak solutions). Wave phenomena (dispersion, KdV equation). Stability and bifurcation
 (linearized stability analysis, turning points, Hopf bifurcation)."
MATH 62051 ,"FUNCTIONS OF A REAL VARIABLE I
",MATH,MATH 4/52002 and graduate standing.,None,"Introduction to modern concepts of real analysis including metric spaces, measure and integration theory."
MATH 62052 ,"FUNCTIONS OF A REAL VARIABLE II
",MATH,"MATH 6/72051and graduate standing.
",None,A continuation of MATH 62051/72051. Included are basic topics in functional analysis and Hilbert space theory.
MATH 62091 ,"SEMINAR IN REAL ANALYSIS
",MATH,"Special approval and graduatestanding.
",None,(Repeatable for credit)Seminar on current research in real analysis.
MATH 62151 ,"FUNCTIONS OF A COMPLEX VARIABLE I
",MATH,MATH 52002 and graduate standing.,None,"Topological properties of the complex plane; analytic, entire, meromorphic functions; analytic continuation;
 conformal mappings; Picard's Theorem; Riemann surfaces."
MATH 62152 ,"FUNCTIONS OF A COMPLEX VARIABLE II
",MATH,MATH 62151 and graduate standing.,None,"Topological properties of the complex plane; analytic, entire, meromorphic functions; analytic continuation;
 conformal mappings; Picard's Theorem; Riemann surfaces."
MATH 62191 ,"SEMINAR IN COMPLEX ANALYSIS
",MATH,"Special approval andgraduate standing.
",None,(Repeatable for credit)Seminar on current research in complex analysis.
MATH 62203 ,"COMPUTATIONAL FINANCE
",MATH,"MATH 22005 and MATH 21001 and MATH 32044 and CS 10061 andgraduate standing.
",None,"Basic numerical methods, (numerical linear algebra, nonlinear equations,
curve fitting, ODEs, integration,
 Monte-Carlo methods), numerical solution of PDEs (stability, convergence, Black-Scholes, American options,
 SDEs) probabilistic methods."
MATH 62251 ,"NUMERICAL ANALYSIS I
",MATH,MATH 4/52002 and graduate standing.,None,"(Cross-listed with CS 62251 and CS 72251 and MATH 72251) Floating point computation, rounding error
 analysis, conditioning, interpolation (polynomial, trigonometric, spline). Numerical quadrature (Newton-Cotes,
 Gauss),extrapolation, Romberg integration."
MATH 62252 ,"NUMERICAL ANALYSIS II
",MATH,MATH 4/51021 and 6/72251 and graduate standing.,None,"(Cross-listed with CS 62252 and CS 72252 and MATH 72252) Numerical solution of linear systems of equations
 (LU factorization, error analysis). Least squares, orthogonalization methods. Algebraic eigenvalue problems, QR
 algorithm, singular value decomposition."
MATH 62261 ,"NUMERICAL SOLUTION OF ORDINARY DIFFERENTIAL EQUATIONS
",MATH,MATH 32044 and MATH 4/52202 and graduate standing.,None,"(Cross-listed with CS 62261 and CS 72261 and MATH 72261) Discretization methods for ordinary differential
 equations and systems. Initial value and boundary value problems. Numerical implementation software and
analysis."
MATH 62262 ,"NUMERICAL SOLUTION OF PARTIAL DIFFERENTIAL EQUATIONS
",MATH,MATH 42045 or 52045; and MATH 42202 or 52202; and graduate standing.,None,"(Cross-listed with CS 62262 and CS 72262 and MATH 72262) Derivation and analysis of discrete methods (finite
 differences, finite elements) for the numerical solution of elliptic, hyperbolic and parabolic partial differential
 equations."
MATH 62263 ,"NUMERICAL SOLUTION OF LARGE SPARSE LINEAR SYSTEMS
",MATH,"MATH 4/51021 and MATH 4/52202 and graduatestanding.
",None,"(Cross-listed with CS 62263 and CS 72263 and MATH 72263) Construction and analysis of iterative methods for
 large systems of linear algebraic equations. Jacobi, Gauss-Seidel, SOR. Polynomial acceleration methods,
conjugate gradients. Multi-grid methods."
MATH 62264 ,"NUMERICAL SOLUTION OF NONLINEAR SYSTEMS
",MATH,"MATH 42041 or MATH 52041; and MATH 42202 or MATH 52202; and graduatestanding.
",None,"(Cross-listed with CS 62264 and CS 72264 and MATH 72264) Construction and analysis of numerical methods
 for systems of nonlinear algebraic equations and optimization problems. Numerical implementation and
software."
MATH 62291 ,"SEMINAR IN NUMERICAL ANALYSIS
",MATH,"Special approval andgraduate standing.
",None,(Repeatable for credit)Seminar on current research in numerical analysis.
MATH 62391 ,"SEMINAR IN MEASURE THEORY
",MATH,"Special approval andgraduate standing.
",None,(Repeatable for credit)Seminar on current research in measure theory.
MATH 62491 ,"SEMINAR IN NONLINEAR ANALYSIS
",MATH,"Special approval andgraduate standing.
",None,(Repeatable for credit)Seminar on current research in nonlinear analysis.
MATH 62591 ,"SEMINAR IN OPERATOR THEORY
",MATH,"Special approval andgraduate standing.
",None,(Repeatable for credit)Seminar on current research in operator theory.
MATH 62691 ,"SEMINAR IN HARMONIC ANALYSIS
",MATH,"Special approval andgraduate standing.
",None,(Repeatable for credit)Seminar on current research in harmonic analysis.
MATH 63291 ,"SEMINAR IN APPLIED MATHEMATICS
",MATH,"Special approval andgraduate standing.
",None,(Repeatable for credit)Seminar on current research in applied mathematics.
MATH 64091 ,"SEMINAR IN MATHEMATICS EDUCATION
",MATH,MATH 34001 and graduate standing.,None,"(Repeatable for credit)Studies in geometry, algebra, mathematics for junior and senior high school.
 Mathematics content professionalized for teachers."
MATH 66051 ,"INTRODUCTION TO TOPOLOGY I
",MATH,Special approval and graduate standing.,None,"Set theory, topological spaces, continuity, product spaces, quotient spaces,separation axioms, compactness and
metrizability."
MATH 66052 ,"INTRODUCTION TO TOPOLOGY II
",MATH,MATH 6/76051 and graduate standing.,None,"Geometric topology, including connectedness, continua, homotopy, the plane and 2 manifolds."
MATH 66091 ,"SEMINAR IN TOPOLOGY
",MATH,"Special approval and graduatestanding.
",None,(Repeatable for credit)Seminar on current research in topology.
MATH 67091 ,"SEMINAR IN NUMBER THEORY
",MATH,"Graduate standing andspecial approval.
",None,(Repeatable for credit)Seminar on current research in number theory.
MATH 67098 ,"RESEARCH
",MATH,Graduate standing.,None,"(Repeatable for credit)Research or individual investigation. Credits are
applied toward degree requirements with
 approval if letter grade of ""S""
is given."
MATH 67199 ,"THESIS I
",MATH,Graduate standing.,None,"Thesis student must register for a total of 6 hours, 2 to 6 hours in a single semester distributed over several
 semesters if desired."
MATH 67299 ,"THESIS II
",MATH,MATH 67199 and graduate standing.,None,Thesis students must continue registration each semester until all degree requirements are met.
MATH 70051 ,"PROBABILITY I
",MATH,MATH 4/50011 or 4/52002; and doctoral standing.,None,"Distribution functions, measure theory, random variables, expectation, independence, convergence, concepts,
 law of large numbers."
MATH 70052 ,"PROBABILITY II
",MATH,MATH 6/70051 and doctoral standing.,None,"Characteristic functions, the central limit problem, conditional expectations, Martingale theory, Brownian
 motion."
MATH 70061 ,"MATHEMATICAL STATISTICS I
",MATH,MATH 4/52002.,None,"Statistics, distributions of statistics. Sampling distributions. Decision spaces and loss functions. Sufficiency and
 completeness. Estimation theory. Rao Bblackwell and the Cramer Rao theorems."
MATH 70062 ,"MATHEMATICAL STATISTICS II
",MATH,MATH 6/70061 and doctoral standing.,None,"Tests of statistical hypothesis. Neyman Pearson Lemma. Exponential families and invariance. Sequential tests.
 Non parametric procedures."
MATH 70070 ,"FINANCIAL MATHEMATICS
",MATH,MATH 50051 and doctoral standing.,None,"Topics from replication of trading strategies, arbitrage completeness, Martingale epresentation theorem,
 fundamental theorem of finance, stochastic differential equations, Black and Scholes formula of option pricing."
MATH 70091 ,"SEMINAR IN STATISTICS & PROBABILITY
",MATH,"Special approvaland doctoral standing.
",None,(Repeatable for credit)Seminar on current research in statistics and probability.
MATH 70094 ,"COLLEGE TEACHING OF MATHEMATICS
",MATH,Doctoral standing.,None,"(Repeatable for credit)Techniques and problems in the teaching of college-level mathematics. Student
 presentations of mathematical papers and colloquia will be included."
MATH 70095 ,"SELECTED TOPICS IN STATISTICS AND PROBABILITY
",MATH,Doctoral standing and special approval.,None,"(Repeatable for credit)Contents will vary with each offering and will complement topics covered in MATH
6/70051, 6/70052 and MATH 6/70061, 6/70062."
MATH 71001 ,"STRUCTURE OF RINGS AND ALGEBRAS I
",MATH,Special approval and doctoral standing.,None,"Advanced topics in ring theory, including Artinian rings, Noetherian rings, advanced commutative ring theory."
MATH 71002 ,"STRUCTURE OF RINGS AND ALGEBRAS II
",MATH,MATH 71001 and doctoral standing.,None,"Advanced topics in ring theory including an introduction to homological algebra. Includes Dedekind domains,
 regular rings, torsion theory."
MATH 71011 ,"ADVANCED GROUP THEORY
",MATH,MATH 6/71051 and MATH 6/71052 and doctoral standing.,None,"Advanced topics in group theory. Topics include permutation arguments, coprime actions, transfer theorems,
 nonsimplicity criteria. Properties of families of groups: solvable, p solvable, nilpotent, p groups."
MATH 71012 ,"CHARACTERS OF FINITE GROUPS
",MATH,MATH 6/71051 and MATH 6/71052 and doctoral standing.,None,"Development of characters of finite groups, their properties, orthogonality relations, integrality conditions.
 Applications include Burnside's paqb theorem and existence of Frobenius kernels in Frobenius groups."
MATH 71051 ,"ABSTRACT ALGEBRA I
",MATH,Special approval and doctoral standing.,None,"Advanced topics in group theory including Sylow theorems, finite Abelian
groups, divisible groups and related
 concepts. Includes one-hour problem session each week."
MATH 71052 ,"ABSTRACT ALGEBRA II
",MATH,MATH 6/71051 and doctoral standing.,None,"Advanced topics, commutative ring theory, and field theory including polynomial rings, unique factorization,
 domains, matrix rings, Galois theory."
MATH 71091 ,"SEMINAR IN ALGEBRA
",MATH,Permission and doctoral standing.,None,(Repeatable for credit)Seminar on current research in algebra.
MATH 71095 ,"SELECTED TOPICS IN ALGEBRA
",MATH,Permission and doctoral standing.,None,"(Repeatable for credit)Contents will vary with each offering and will complement topics covered in MATH
 6/71051,6 71052 71001 and 71002."
MATH 72002 ,"FUNCTIONAL ANALYSIS II
",MATH,MATH 72001 and doctoral standing.,None,"A study of principles of linear analysis in the setting of normed linear
spaces and topological vector spaces."
MATH 72041 ,"METHODS OF APPLIED MATHEMATICS I
",MATH,"MATH 51021 and MATH 52041and MATH 52045 and MATH 52048 and doctoral standing.
",None,"Analysis and applications of ordinary and partial differential equations
and related topics. Dimensional analysis
 (Buckingham Pi Theorem). Perturbation methods (singular perturbations, matched asymptotic expansions, WKB
 approximation). Variational methods (Euler-Lagrange equations)."
MATH 72042 ,"METHODS OF APPLIED MATHEMATICS II
",MATH,"MATH 6/72041 and doctoralstanding.
",None,"Continuation of MATH 6/72041. Integral equations and Green's functions (Fredholm alternative, compact
 operators, distributions, weak solutions). Wave phenomena (dispersion, KdV equation). Stability and bifurcation
 (linearized stability analysis, turning points, Hopf bifurcation)."
MATH 72051 ,"FUNCTIONS OF A REAL VARIABLE I
",MATH,MATH 4/52002 and doctoral standing.,None,"Introduction to modern concepts of real analysis including metric spaces, measure and integration theory."
MATH 72052 ,"FUNCTIONS OF A REAL VARIABLE II
",MATH,"MATH 6/72051and doctoral standing.
",None,A continuation of MATH 62051/72051. Included are basic topics in functional analysis and Hilbert space theory.
MATH 72091 ,"SEMINAR IN REAL ANALYSIS
",MATH,"Special approval and doctoralstanding.
",None,(Repeatable for credit)Seminar on current research in real analysis.
MATH 72095 ,"SELECTED TOPICS IN REAL ANALYSIS
",MATH,Special approval and doctoral standing.,None,"(Repeatable for credit)Contents will vary with each offering and will implement topics covered in MATH
 6/72051, 6/72052 and 6/72002."
MATH 72151 ,"FUNCTIONS OF A COMPLEX VARIABLE I, II
",MATH,MATH 52002 and doctoral standing.,None,"Topological properties of the complex plane; analytic, entire, meromorphic functions; analytic continuation;
 conformal mappings; Picard's Theorem; Riemann surfaces."
MATH 72152 ,"FUNCTIONS OF A COMPLEX VARIABLE I, II
",MATH,72151 and doctoral standing.,None,"Topological properties of the complex plane; analytic, entire, meromorphic functions; analytic continuation;
 conformal mappings; Picard's theorem; Riemann surfaces."
MATH 72191 ,"SEMINAR IN COMPLEX ANALYSIS
",MATH,"Special approval anddoctoral standing.
",None,(Repeatable for credit)Seminar on current research in complex analysis.
MATH 72195 ,"SELECTED TOPICS IN COMPLEX ANALYSIS
",MATH,Special approval and doctoral standing.,None,"(Repeatable for credit)Contents will vary with each offering and will complement topics covered in MATH
 6/72151, 6/72152 and 72021."
MATH 72203 ,"COMPUTATIONAL FINANCE
",MATH,"MATH 22005 and MATH 21001 and MATH 32044 and CS 10061 anddoctoral standing.
",None,"Basic numerical methods, (numerical linear algebra, nonlinear equations,
curve fitting, ODEs, integration,
 Monte-Carlo methods) numerical solution of PDEs (stability, convergence, Black-Scholes, American options,
 SDEs) probabilistic methods."
MATH 72251 ,"NUMERICAL ANALYSIS I
",MATH,MATH 4/52002 and doctoral standing.,None,"(Cross-listed with CS 62251 and CS 72251 and MATH 62251) Floating point computation, rounding error
 analysis, conditioning, interpolation (polynomial, trigonometric spline). Numerical quadrature (Newton-Cotes,
Gauss),extrapolation, Romberg integration."
MATH 72252 ,"NUMERICAL ANALYSIS II
",MATH,"MATH 4/51021 and MATH 6/72251 and doctoralstanding.
",None,"(Cross-listed with CS 62252 and CS 72252 and MATH 62252) Numerical solution of linear systems of equations
 (LU factorization, error analysis). Least squares, orthogonalization methods. Algebraic eigenvalue problems, QR
 algorithm, singular value decomposition."
MATH 72261 ,"NUMERICAL SOLUTION OF ORDINARY DIFFERENTIAL EQUATIONS
",MATH,MATH 32044 and MATH 4/52202 and doctoral standing.,None,"(Cross-listed with CS 62261 and CS 72261 and MATH 62261) Discretization methods for ordinary differential
 equations and systems. Initial value and boundary value problems. Numerical implementation software and
analysis."
MATH 72262 ,"NUMERICAL SOLUTION OF PARTIAL DIFFERENTIAL EQUATIONS
",MATH,MATH 42045 or 52045; and MATH 42202 or 52202; and doctoral standing.,None,"(Cross-listed with CS 62262 and CS 72262 and MATH 62262) Derivation and analysis of discrete methods (finite
 differences, finite elements) for the numerical solution of elliptic, hyperbolic and parabolic partial differential
 equations."
MATH 72263 ,"NUMERICAL SOLUTION OF LARGE SPARSE LINEAR SYSTEMS
",MATH,"MATH 4/51021 and MATH 4/52202 and doctoralstanding.
",None,"(Cross-listed with CS 62263 and CS 72263 and MATH 62263) Construction and analysis of iterative methods for
 large systems of linear algebraic equations. Jacobi, Gauss-Seidel, SOR. Polynomial acceleration methods,
conjugate gradients. Multi-grid methods."
MATH 72264 ,"NUMERICAL SOLUTION OF NONLINEAR SYSTEMS
",MATH,MATH 4/52041 and MATH 4/52202 and doctoral standing.,None,"(Cross-listed with CS 62264 and CS 72264 and MATH 72264) Construction and analysis of numerical methods
 for systems of nonlinear algebraic equations and optimization problems. Numerical implementation and
software."
MATH 72291 ,"SEMINAR IN NUMERICAL ANALYSIS
",MATH,"Special approval anddoctoral standing.
",None,(Repeatable for credit)Seminar on current research in numerical analysis.
MATH 72295 ,"SELECTED TOPICS IN NUMERICAL ANALYSIS
",MATH,Special approval and doctoral standing.,None,"(Repeatable for credit)Contents will vary with each offering and will complement topics covered in MATH
 6/72251-6/72252 and MATH 72201."
MATH 72391 ,"SEMINAR IN MEASURE THEORY
",MATH,"Special approval anddoctoral standing.
",None,(Repeatable for credit)Seminar on current research in measure theory.
MATH 72491 ,"SEMINAR IN NONLINEAR ANALYSIS
",MATH,"Special approval anddoctoral standing.
",None,(Repeatable for credit)Seminar on current research in nonlinear analysis.
MATH 72591 ,"SEMINAR IN OPERATOR THEORY
",MATH,"Special approval anddoctoral standing.
",None,(Repeatable for credit)Seminar on current research in operator theory.
MATH 72691 ,"SEMINAR IN HARMONIC ANALYSIS
",MATH,"Special approval anddoctoral standing.
",None,(Repeatable for credit)Seminar on current research in harmonic analysis.
MATH 73291 ,"SEMINAR IN APPLIED MATHEMATICS
",MATH,"Special approval anddoctoral standing.
",None,(Repeatable for credit)Seminar on current research in applied mathematics.
MATH 76051 ,"INTRODUCTION TO TOPOLOGY I
",MATH,Special approval and doctoral standing.,None,"Set theory, topological spaces, continuity, product spaces, quotient spaces separation axioms, compactness and
 metrizability."
MATH 76052 ,"INTRODUCTION TO TOPOLOGY II
",MATH,MATH 6/76051 and doctoral standing.,None,"Geometric topology, including connectedness, continua, homotopy, the plane and 2 manifolds."
MATH 76091 ,"SEMINAR IN TOPOLOGY
",MATH,Permission and doctoral standing.,None,(Repeatable for credit)Seminar on current research in topology.
MATH 76095 ,"SELECTED TOPICS IN TOPOLOGY
",MATH,Permission and doctoral standing.,None,"(Repeatable for credit)Contents will vary with each offering and will complement topics covered in MATH
 6/76051,6 76052 76001 and 76002."
MATH 77011 ,"ALGEBRAIC NUMBER THEORY
",MATH,MATH 57011 and MATH 6/71052 and doctoral standing.,None,"Number fields and Dedekind domains; conjugates, norm and trace, discriminant,integral bases; arithmetic or
 quadraic and cyclotomic number fields; theory of ideals and class group; Dirichlet's thoerem on units."
MATH 77012 ,"ANALYTIC NUMBER THEORY
",MATH,MATH 57011 and MATH 6/72151.,None,"Multiplicative functions and summatory functions, Riemann's Zeta function and the prime number theorem, L-
functions and Dirichlet's theorem on primes in artithmetic progressions, asymptotic formula for partitions."
MATH 77091 ,"SEMINAR IN NUMBER THEORY
",MATH,"Doctoral standing andspecial approval.
",None,(Repeatable for credit)Seminar on current research in number theory.
MATH 77095 ,"SELECTED TOPICS IN MATHEMATICS
",MATH,Permission.,None,(Repeatable for credit)Contents will vary with each offering.
MATH 77098 ,"RESEARCH
",MATH,Doctoral standing.,None,"(Repeatable for credit)Research or individual investigation. Credits are
applied toward degree requirements with
 approval if letter grade of ""S""
is given."
MATH 77195 ,"SELECTED TOPICS IN NUMBER THEORY
",MATH,Doctoral standing and special approval.,None,"(Repeatable for credit)Content varies with each offering and complements
topics covered in MATH 77011 and
 MATH 77012."
MATH 87098 ,"RESEARCH
",MATH,Doctoral standing.,None,"(Repeatable for credit)Research or individual investigation for doctoral
students who have not yet passed their
 candidacy examinations. Credits earned may be applied toward degree if department approves."
MATH 87199 ,"DISSERTATION I
",MATH,Admission to doctoral candidacy and doctoral standing.,None,"(Repeatable for credit)Doctoral dissertation, for which registration in at least two semesters is required first of
 which will be semester in which dissertation work is begun and continuing until the completion of 30 hours."
MATH 87299 ,"DISSERTATION II
",MATH,"MATH 87199 anddoctoral standing.
",None,"(Repeatable for credit)Continuing registration required of doctoral students who have completed the initial 30
 hours of dissertation and continuing until all degree requirements are met."
