67021,BUSINESS CONDITIONS ANALYSIS AND FORECASTING-EMBA ,EMBA,graduate standing.,,"A Presentation and analysis of the factors that determine real Gross National Product, employment and unemployment, and inflation, with emphasis on application and forecasting.",2013
67022,MANAGERIAL ECONOMICS-EMBA ,EMBA,graduate standing.,,A Analysis of managerial decision-making within the economic environment with emphasis on the firm's economic decisions under different market and business conditions.,2013
67031,FINCANCIAL REPORTING FOR EXECUTIVES-EMBA,EMBA,graduate standing.,,"(Cross-listed with EMBA 77031) Study of basic principles, concepts and financial reporting for external users and the impact this will have on executive decisions.",2013
67032,ACCOUNTING INFORMATION FOR EXECUTIVES-EMBA,EMBA,graduate standing.,,"(Cross-listed with EMBA 77032) Study of managerial decision-making through planning and control techniques. Major emphasis will be on profit planning, responsibility accounting, cost behavior patterns and application of accounting data to basic planning and control decisions.",2013
67040,OPERATIONS MANAGEMENT-EMBA,EMBA,graduate standing.,,"(Cross-listed with EMBA 77040) This course is designed for executives who have minimal experience with the production or operations phase of business. In this course they will develop skill in defining operating problems, in identifying alternative solutions and selecting the most viable solution.",2013
67041,APPLIED STATISTICAL ANALYSIS-EMBA,EMBA,graduate standing.,,(Cross-listed with EMBA 77041) An analysis of univariate and multivariate statistical models and the use of these models to solve practical problems. A comparison of classical and neoclassical statistical approaches is also conducted.,2013
67042,MANAGEMENT INFORMATION SYSTEMS-EMBA,EMBA,graduate standing.,,(Cross-listed with EMBA 77042) Synthesis of computer/information technology organization behavior and functional aspects of business to enhance decision-making and strategic planning skills of the manager.,2013
67043,DYNAMICS OF LEADERSHIP FOR EXECUTIVES-EMBA,EMBA,graduate standing.,,"(Cross-listed with EMBA 77043) Leadership skills including: team development, conflict resolution, negotiation, communications and project development. These skills along with ethical considerations are developed to enhance business decision making.",2013
67051,MARKETING MANAGEMENT-EMBA,EMBA,graduate standing.,,(Cross-listed with EMBA 77051) The various elements comprising marketing strategy are studied as components of integrated programs directed toward industrial and consumer markets.,2013
67058,MARKETING STRATEGY AND PLANNING-EMBA,EMBA,graduate standing.,,(Cross-listed with EMBA 77058) Focuses on integration of marketing planning into the strategic planning process. Deals mostly with marketing strategy at the level of senior management rather than operations.,2013
67061,FINANCIAL PLANNING AND STRATEGY-EMBA,EMBA,graduate standing.,,"(Cross-listed with EMBA 77061) Problems and approaches to financial decision-making in business enterprises: controlling the allocation of funds among both current and fixed assets, assessing financial needs, and planning the mix and methods of financing.",2013
67062,MONEY AND CAPITAL MARKETS-EMBA,EMBA,graduate standing.,,"(Cross-listed with EMBA 77062) Analysis and evaluation of the structure, functions and characteristics of domestic and international money and capital markets as the financing mechanism for business and non business systems.",2013
67070,ORGANIZATIONAL ANALYSIS AND DESIGN-EMBA,EMBA,graduate standing.,,(Cross-listed with EMBA 77070) The course is concerned with the development of both theoretical and practical concepts related to complex work organizations.,2013
