Course Number,Course Name,Department,Prerequisites,Description
38004,"and photo illustration (PHOI) major. Corequisite: VCD 38001. 40025 Professional Portfolio: Graphic Design/ Illustration (1-2)(Repeatable with permission) Develop a professional portfolio in graphic design and/or illustration through selection and refinement of previously completed classroom work/development of projects in areas of deficiency with emphasis on organization and presentation. IP grade permissible. Prerequisites: photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $9/credit hour—subject to change. 40052 Graphic Design—Travel and Field Experience (1-16)Development of awareness and understanding in the practical application of graphic design and communication through directed field trip experience. S/U grading; IP grade permissible. Prerequisite: none.40053 Graphic Design Studio—Glyphix (1-8)(Repeatable for a total of 24 credit hours)Professional experience through an internal design studio. Involves responsibilities and procedures for the production of communication materials for off-campus clients including nonprofit organizations, charities, arts groups and selected on-campus groups and departments. May carry an IP grade when appropriate. Prerequisite: none. Special fee: $10/credit hour—subject to change.40092 Internship 1—Graphic Design/Illustration",VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Preparation for experience in design studio, agency or company involving design responsibilities and procedures to broaden a student’s understanding of the profession through real job situations. S/U grading; IP grade permissible."
40095,"Special Topics: Graphic Design/Illustration (1-4)(Repeatable for a total of 16 credit hours) To broaden the course offerings into specialized areas of study in graphic design and illustration taught by experts in the profession as guest faculty. Primarily used to fulfill electives in graphic design or illustration. S/U grading; IP grade permissible. Prerequisite: VCD 30009. Special fee: $7/credit hour—subject to change.40096 Individual Investigation in Graphic Design and Illustration (1-8)(Repeatable for a total of 16 credit hours) Individual study related to topics of graphic design and illustration approved by and under the direction of a faculty member. IP grade permissible. Prerequisite: none.40192 Internship 2—Graphic Design/Illustration (1-6)3 credit hours required; maximum of 6 credit hours allowable in B.F.A. degree only. Experience in design studio, agency or company involving design responsibilities and procedures to broaden a student’s understanding of the profession through a real job situation. S/U grading; IP grade permissible. Prerequisites: VCD 40092.40193 Variable Title Workshop in VCD (1-3)Workshop setting dealing with intensive examination of special topics in VCD. May be repeated. Prerequisite: none. 40195 Selected Topics: Graphic Design/Illustration (1-4)(Repeated registration permissible) Variable topics related to GD&I. Prerequisite: none.42000 Advanced Illustration: Media",VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Discussions and practice of media and grounds as they pertain to the illustration field. Discussion will also center around the problems in developing work for reproduction. Prerequisites: VCD 30009.42002 Editorial Illustration (3)Exploration and discussion of various illustration techniques and their application in the publishing field. Emphasis is placed on client needs, concept and intended audience. Prerequisites: VCD 30009.42003 Advertising Illustration (3)Exploration and discussion of various illustration techniques and their application in advertising. Emphasis is placed on client need, concept of solution and intended audience. Prerequisites: grade of B (3.0) or better in VCD 30009.42004 Computer Illustration (3)An introductory course on the use of the computer as an illustration tool. The class will cover the necessary computer applications for advertising, editorial and book illustration. Prerequisites: VCD 20000.42051 Calligraphy and Layout (3)Development of creative techniques and technical proficiency in calligraphy as applied to illustration and graphic design. Prerequisites: VCD 30009.43000 Studio Production (3)A technical lecture course designed to teach the fundamental techniques and processes of electronic prepress and printing production. Material is presented through lectures, demos, tests and field trips. Prerequisites: grade of B (3.0) or better in VCD 30009. Special fee: $10 flat fee-subject to change.43001 Advanced Kinetic and Sequential Graphic Design (3)The exploration of the use of the computer in kinetic and sequential graphic design. 3-D modeling, and sound. Prerequisites: VCD 20006 and visual communication design (VCD) major. Special fee: $30 flat fee—subject to change.43002 Typographic/Photographic Graphic Design (3)The use of typography (rather than visual imagery) as the primary design form in solving graphic design communication problems. Prerequisites: VCD 30009. Special fee: $36 flat fee—subject to change.43003 Corporate Identity/Graphic Design (3)Use of graphic design forms (typography, photography and illustration) in the development of corporate identification for total advertising programs. Prerequisites: VCD 30009. Special fee: $33 flat fee—subject to change.43004 Issues for Graphic Design Businesses (3)Designed to familiarize students with the basic business, marketing, legal and ethical standards in the graphic design industry. Prerequisites: VCD 30009. Special fee: $10 flat fee—subject to change.43005 3-D Graphic Design-Direct Mail/Packaging/Point Purchase (3)Use of typography, visual images, photography and illustrations in the structure of information for communication on 3-D surfaces (direct mail, packaging and point-of-purchase display). Prerequisites: VCD 30009. Special fee: $30 flat fee—subject to change.43006 Environmental Graphic Design (3)Aims at coordinating architectural planning, interior design, systems analysis and graphic communications."
42002,Editorial Illustration,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Exploration and discussion of various illustration techniques and their application in the publishing field. Emphasis is placed on client needs, concept and intended audience. Prerequisites: VCD 30009.42003 Advertising Illustration (3)Exploration and discussion of various illustration techniques and their application in advertising. Emphasis is placed on client need, concept of solution and intended audience. Prerequisites: grade of B (3.0) or better in VCD 30009.42004 Computer Illustration (3)An introductory course on the use of the computer as an illustration tool. The class will cover the necessary computer applications for advertising, editorial and book illustration. Prerequisites: VCD 20000.42051 Calligraphy and Layout (3)Development of creative techniques and technical proficiency in calligraphy as applied to illustration and graphic design. Prerequisites: VCD 30009.43000 Studio Production (3)A technical lecture course designed to teach the fundamental techniques and processes of electronic prepress and printing production. Material is presented through lectures, demos, tests and field trips. Prerequisites: grade of B (3.0) or better in VCD 30009. Special fee: $10 flat fee-subject to change.43001 Advanced Kinetic and Sequential Graphic Design (3)The exploration of the use of the computer in kinetic and sequential graphic design. 3-D modeling, and sound. Prerequisites: VCD 20006 and visual communication design (VCD) major. Special fee: $30 flat fee—subject to change.43002 Typographic/Photographic Graphic Design (3)The use of typography (rather than visual imagery) as the primary design form in solving graphic design communication problems. Prerequisites: VCD 30009. Special fee: $36 flat fee—subject to change.43003 Corporate Identity/Graphic Design (3)Use of graphic design forms (typography, photography and illustration) in the development of corporate identification for total advertising programs. Prerequisites: VCD 30009. Special fee: $33 flat fee—subject to change.43004 Issues for Graphic Design Businesses (3)Designed to familiarize students with the basic business, marketing, legal and ethical standards in the graphic design industry. Prerequisites: VCD 30009. Special fee: $10 flat fee—subject to change.43005 3-D Graphic Design-Direct Mail/Packaging/Point Purchase (3)Use of typography, visual images, photography and illustrations in the structure of information for communication on 3-D surfaces (direct mail, packaging and point-of-purchase display). Prerequisites: VCD 30009. Special fee: $30 flat fee—subject to change.43006 Environmental Graphic Design (3)Aims at coordinating architectural planning, interior design, systems analysis and graphic communications."
42003,Advertising Illustration,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Exploration and discussion of various illustration techniques and their application in advertising. Emphasis is placed on client need, concept of solution and intended audience. Prerequisites: grade of B (3.0) or better in VCD 30009.42004 Computer Illustration (3)An introductory course on the use of the computer as an illustration tool. The class will cover the necessary computer applications for advertising, editorial and book illustration. Prerequisites: VCD 20000.42051 Calligraphy and Layout (3)Development of creative techniques and technical proficiency in calligraphy as applied to illustration and graphic design. Prerequisites: VCD 30009.43000 Studio Production (3)A technical lecture course designed to teach the fundamental techniques and processes of electronic prepress and printing production. Material is presented through lectures, demos, tests and field trips. Prerequisites: grade of B (3.0) or better in VCD 30009. Special fee: $10 flat fee-subject to change.43001 Advanced Kinetic and Sequential Graphic Design (3)The exploration of the use of the computer in kinetic and sequential graphic design. 3-D modeling, and sound. Prerequisites: VCD 20006 and visual communication design (VCD) major. Special fee: $30 flat fee—subject to change.43002 Typographic/Photographic Graphic Design (3)The use of typography (rather than visual imagery) as the primary design form in solving graphic design communication problems. Prerequisites: VCD 30009. Special fee: $36 flat fee—subject to change.43003 Corporate Identity/Graphic Design (3)Use of graphic design forms (typography, photography and illustration) in the development of corporate identification for total advertising programs. Prerequisites: VCD 30009. Special fee: $33 flat fee—subject to change.43004 Issues for Graphic Design Businesses (3)Designed to familiarize students with the basic business, marketing, legal and ethical standards in the graphic design industry. Prerequisites: VCD 30009. Special fee: $10 flat fee—subject to change.43005 3-D Graphic Design-Direct Mail/Packaging/Point Purchase (3)Use of typography, visual images, photography and illustrations in the structure of information for communication on 3-D surfaces (direct mail, packaging and point-of-purchase display). Prerequisites: VCD 30009. Special fee: $30 flat fee—subject to change.43006 Environmental Graphic Design (3)Aims at coordinating architectural planning, interior design, systems analysis and graphic communications."
42004,Computer Illustration,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"An introductory course on the use of the computer as an illustration tool. The class will cover the necessary computer applications for advertising, editorial and book illustration. Prerequisites: VCD 20000.42051 Calligraphy and Layout (3)Development of creative techniques and technical proficiency in calligraphy as applied to illustration and graphic design. Prerequisites: VCD 30009.43000 Studio Production (3)A technical lecture course designed to teach the fundamental techniques and processes of electronic prepress and printing production. Material is presented through lectures, demos, tests and field trips. Prerequisites: grade of B (3.0) or better in VCD 30009. Special fee: $10 flat fee-subject to change.43001 Advanced Kinetic and Sequential Graphic Design (3)The exploration of the use of the computer in kinetic and sequential graphic design. 3-D modeling, and sound. Prerequisites: VCD 20006 and visual communication design (VCD) major. Special fee: $30 flat fee—subject to change.43002 Typographic/Photographic Graphic Design (3)The use of typography (rather than visual imagery) as the primary design form in solving graphic design communication problems. Prerequisites: VCD 30009. Special fee: $36 flat fee—subject to change.43003 Corporate Identity/Graphic Design (3)Use of graphic design forms (typography, photography and illustration) in the development of corporate identification for total advertising programs. Prerequisites: VCD 30009. Special fee: $33 flat fee—subject to change.43004 Issues for Graphic Design Businesses (3)Designed to familiarize students with the basic business, marketing, legal and ethical standards in the graphic design industry. Prerequisites: VCD 30009. Special fee: $10 flat fee—subject to change.43005 3-D Graphic Design-Direct Mail/Packaging/Point Purchase (3)Use of typography, visual images, photography and illustrations in the structure of information for communication on 3-D surfaces (direct mail, packaging and point-of-purchase display). Prerequisites: VCD 30009. Special fee: $30 flat fee—subject to change.43006 Environmental Graphic Design (3)Aims at coordinating architectural planning, interior design, systems analysis and graphic communications."
42051,Calligraphy and Layout,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Development of creative techniques and technical proficiency in calligraphy as applied to illustration and graphic design. Prerequisites: VCD 30009.43000 Studio Production (3)A technical lecture course designed to teach the fundamental techniques and processes of electronic prepress and printing production. Material is presented through lectures, demos, tests and field trips. Prerequisites: grade of B (3.0) or better in VCD 30009. Special fee: $10 flat fee-subject to change.43001 Advanced Kinetic and Sequential Graphic Design (3)The exploration of the use of the computer in kinetic and sequential graphic design. 3-D modeling, and sound. Prerequisites: VCD 20006 and visual communication design (VCD) major. Special fee: $30 flat fee—subject to change.43002 Typographic/Photographic Graphic Design (3)The use of typography (rather than visual imagery) as the primary design form in solving graphic design communication problems. Prerequisites: VCD 30009. Special fee: $36 flat fee—subject to change.43003 Corporate Identity/Graphic Design (3)Use of graphic design forms (typography, photography and illustration) in the development of corporate identification for total advertising programs. Prerequisites: VCD 30009. Special fee: $33 flat fee—subject to change.43004 Issues for Graphic Design Businesses (3)Designed to familiarize students with the basic business, marketing, legal and ethical standards in the graphic design industry. Prerequisites: VCD 30009. Special fee: $10 flat fee—subject to change.43005 3-D Graphic Design-Direct Mail/Packaging/Point Purchase (3)Use of typography, visual images, photography and illustrations in the structure of information for communication on 3-D surfaces (direct mail, packaging and point-of-purchase display). Prerequisites: VCD 30009. Special fee: $30 flat fee—subject to change.43006 Environmental Graphic Design (3)Aims at coordinating architectural planning, interior design, systems analysis and graphic communications."
43000,Studio Production,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"A technical lecture course designed to teach the fundamental techniques and processes of electronic prepress and printing production. Material is presented through lectures, demos, tests and field trips. Prerequisites: grade of B (3.0) or better in VCD 30009. Special fee: $10 flat fee-subject to change.43001 Advanced Kinetic and Sequential Graphic Design (3)The exploration of the use of the computer in kinetic and sequential graphic design. 3-D modeling, and sound. Prerequisites: VCD 20006 and visual communication design (VCD) major. Special fee: $30 flat fee—subject to change.43002 Typographic/Photographic Graphic Design (3)The use of typography (rather than visual imagery) as the primary design form in solving graphic design communication problems. Prerequisites: VCD 30009. Special fee: $36 flat fee—subject to change.43003 Corporate Identity/Graphic Design (3)Use of graphic design forms (typography, photography and illustration) in the development of corporate identification for total advertising programs. Prerequisites: VCD 30009. Special fee: $33 flat fee—subject to change.43004 Issues for Graphic Design Businesses (3)Designed to familiarize students with the basic business, marketing, legal and ethical standards in the graphic design industry. Prerequisites: VCD 30009. Special fee: $10 flat fee—subject to change.43005 3-D Graphic Design-Direct Mail/Packaging/Point Purchase (3)Use of typography, visual images, photography and illustrations in the structure of information for communication on 3-D surfaces (direct mail, packaging and point-of-purchase display). Prerequisites: VCD 30009. Special fee: $30 flat fee—subject to change.43006 Environmental Graphic Design (3)Aims at coordinating architectural planning, interior design, systems analysis and graphic communications."
43001,Advanced Kinetic and Sequential Graphic Design,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"The exploration of the use of the computer in kinetic and sequential graphic design. 3-D modeling, and sound. Prerequisites: VCD 20006 and visual communication design (VCD) major. Special fee: $30 flat fee—subject to change.43002 Typographic/Photographic Graphic Design (3)The use of typography (rather than visual imagery) as the primary design form in solving graphic design communication problems. Prerequisites: VCD 30009. Special fee: $36 flat fee—subject to change.43003 Corporate Identity/Graphic Design (3)Use of graphic design forms (typography, photography and illustration) in the development of corporate identification for total advertising programs. Prerequisites: VCD 30009. Special fee: $33 flat fee—subject to change.43004 Issues for Graphic Design Businesses (3)Designed to familiarize students with the basic business, marketing, legal and ethical standards in the graphic design industry. Prerequisites: VCD 30009. Special fee: $10 flat fee—subject to change.43005 3-D Graphic Design-Direct Mail/Packaging/Point Purchase (3)Use of typography, visual images, photography and illustrations in the structure of information for communication on 3-D surfaces (direct mail, packaging and point-of-purchase display). Prerequisites: VCD 30009. Special fee: $30 flat fee—subject to change.43006 Environmental Graphic Design (3)Aims at coordinating architectural planning, interior design, systems analysis and graphic communications."
20006,and visual communication design (VCD) major. Special fee: $30 flat fee—subject to change.43002 Typographic/Photographic Graphic Design,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"The use of typography (rather than visual imagery) as the primary design form in solving graphic design communication problems. Prerequisites: VCD 30009. Special fee: $36 flat fee—subject to change.43003 Corporate Identity/Graphic Design (3)Use of graphic design forms (typography, photography and illustration) in the development of corporate identification for total advertising programs. Prerequisites: VCD 30009. Special fee: $33 flat fee—subject to change.43004 Issues for Graphic Design Businesses (3)Designed to familiarize students with the basic business, marketing, legal and ethical standards in the graphic design industry. Prerequisites: VCD 30009. Special fee: $10 flat fee—subject to change.43005 3-D Graphic Design-Direct Mail/Packaging/Point Purchase (3)Use of typography, visual images, photography and illustrations in the structure of information for communication on 3-D surfaces (direct mail, packaging and point-of-purchase display). Prerequisites: VCD 30009. Special fee: $30 flat fee—subject to change.43006 Environmental Graphic Design (3)Aims at coordinating architectural planning, interior design, systems analysis and graphic communications."
43003,Corporate Identity/Graphic Design,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Use of graphic design forms (typography, photography and illustration) in the development of corporate identification for total advertising programs. Prerequisites: VCD 30009. Special fee: $33 flat fee—subject to change.43004 Issues for Graphic Design Businesses (3)Designed to familiarize students with the basic business, marketing, legal and ethical standards in the graphic design industry. Prerequisites: VCD 30009. Special fee: $10 flat fee—subject to change.43005 3-D Graphic Design-Direct Mail/Packaging/Point Purchase (3)Use of typography, visual images, photography and illustrations in the structure of information for communication on 3-D surfaces (direct mail, packaging and point-of-purchase display). Prerequisites: VCD 30009. Special fee: $30 flat fee—subject to change.43006 Environmental Graphic Design (3)Aims at coordinating architectural planning, interior design, systems analysis and graphic communications."
43004,Issues for Graphic Design Businesses,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Designed to familiarize students with the basic business, marketing, legal and ethical standards in the graphic design industry. Prerequisites: VCD 30009. Special fee: $10 flat fee—subject to change.43005 3-D Graphic Design-Direct Mail/Packaging/Point Purchase (3)Use of typography, visual images, photography and illustrations in the structure of information for communication on 3-D surfaces (direct mail, packaging and point-of-purchase display). Prerequisites: VCD 30009. Special fee: $30 flat fee—subject to change.43006 Environmental Graphic Design (3)Aims at coordinating architectural planning, interior design, systems analysis and graphic communications."
43006,Environmental Graphic Design,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Aims at coordinating architectural planning, interior design, systems analysis and graphic communications."
43007,Information Graphics,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"(Cross-listed with JMC 46001) Introduction to shapes, color, type and combinations of these for computer-designed news graphics; maps, charts, graphs and diagrams. Prerequisites: JMC 20004 and 20007; and VCD 13001 or 27001. Special fee: $30 flat fee—subject to change.43051 Experimental Typography (1-3)(Repeatable for a total of 12 credit hours) Investigation of form, pattern and texture in typographic usage. Emphasis on linking traditional letterform technology and computer-generated forms. May carry an IP grade when necessary. Prerequisites: grade of B (3.0) or better in VCD 30009. Special fee: $12/credit hour—subject to change.44001 Packaging and Exhibition Design (3)Study and design of containers, packaging systems and exhibits in relation to particular function, including merchandising, learning and recreation."
20004,"and 20007; and VCD 13001 or 27001. Special fee: $30 flat fee—subject to change.43051 Experimental Typography (1-3)(Repeatable for a total of 12 credit hours) Investigation of form, pattern and texture in typographic usage. Emphasis on linking traditional letterform technology and computer-generated forms. May carry an IP grade when necessary. Prerequisites: grade of B (3.0) or better in VCD 30009. Special fee: $12/credit hour—subject to change.44001 Packaging and Exhibition Design",VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Study and design of containers, packaging systems and exhibits in relation to particular function, including merchandising, learning and recreation."
45000,Graphic Design Perspectives,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Comprehensive exploration of design through history. Topics include the early alphabet, print processes, illustration, photography, corporate design, modern design and digital processes."
46000,Web Design and Programming I,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"(Cross-listed with CS 47105) Course focus is on Web concepts and high quality Web design; CS and VCD principles, tools, architecture, presentation, design and creation of Web sites through teamwork. Course is jointly taught by CS and VCD. IP grade permissible. Prerequisites: CS 10051 and VCD 13001. Special fee: $20 flat fee—subject to change.46001 Web Design and Programming II (3)(Cross-listed with CS 47106) An elective course jointly taught by computer science and VCD on advanced Web technologies and multimedia Web design: Web servers, security, advanced design, java servlets, applets, database connectivity, site maintenance, relation of actual Web sites by teamwork. IP grade permissible. Prerequisites: VCD 46000. Special fee: $20 flat fee—subject to change.46003 Digital Typography (2)Applying typographic rules in digital environments. Organizing large amounts of text in complex architectures and designing viewer controlled space. Exploration of dynamic information, sound and motion sequences. Prerequisites: VCD 23001 or 27001 or 37001.46053 Web Design and Programming Studio (3)(Cross-listed with CS 47107) A joint computer science and visual communication design project course exploring advanced aspects of Web design and programming. Student may pursue individually defined projects or team projects for real clients. Limited enrollment. Prerequisites: VCD 46001.48005 Color Photography (3)(Cross-listed with JMC 42005) The discipline of color photography is explored through a range of lectures, assignments and critiques. Prerequisites: VCD 38003 and 38004. Special fee: $110 flat fee—subject to change.48007 Photo Illustration Techniques (3)(Cross-listed with JMC 42007) Creative photography for advertising and editorial uses. Art director/photographer relationship stressed in given assignments. Critique by professionals in addition to academic evaluation. Prerequisites: VCD 38003 and 38004 and 48005; and photo illustration (PHOI) or visual communication design (VCD)major. Special fee: $90 flat fee—subject to change.48009 Fashion Photography (3)(Cross-listed with JMC 42009) Instruction in studio lighting, filters and special effects. Emphasis on editorial and advertising fashion photography. Studio and location assignments. Prerequisites: VCD 38003 and 38004 and 48005; and photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $45 flat fee—subject to change.48092 Practicum in Photography (1-3)(Repeatable for a total of 10 hours. Cross-listed with JMC 42092) Individual or group investigation into student-selected areas of photographic field."
10051,and VCD 13001. Special fee: $20 flat fee—subject to change.46001 Web Design and Programming II,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"(Cross-listed with CS 47106) An elective course jointly taught by computer science and VCD on advanced Web technologies and multimedia Web design: Web servers, security, advanced design, java servlets, applets, database connectivity, site maintenance, relation of actual Web sites by teamwork. IP grade permissible. Prerequisites: VCD 46000. Special fee: $20 flat fee—subject to change.46003 Digital Typography (2)Applying typographic rules in digital environments. Organizing large amounts of text in complex architectures and designing viewer controlled space. Exploration of dynamic information, sound and motion sequences. Prerequisites: VCD 23001 or 27001 or 37001.46053 Web Design and Programming Studio (3)(Cross-listed with CS 47107) A joint computer science and visual communication design project course exploring advanced aspects of Web design and programming. Student may pursue individually defined projects or team projects for real clients. Limited enrollment. Prerequisites: VCD 46001.48005 Color Photography (3)(Cross-listed with JMC 42005) The discipline of color photography is explored through a range of lectures, assignments and critiques. Prerequisites: VCD 38003 and 38004. Special fee: $110 flat fee—subject to change.48007 Photo Illustration Techniques (3)(Cross-listed with JMC 42007) Creative photography for advertising and editorial uses. Art director/photographer relationship stressed in given assignments. Critique by professionals in addition to academic evaluation. Prerequisites: VCD 38003 and 38004 and 48005; and photo illustration (PHOI) or visual communication design (VCD)major. Special fee: $90 flat fee—subject to change.48009 Fashion Photography (3)(Cross-listed with JMC 42009) Instruction in studio lighting, filters and special effects. Emphasis on editorial and advertising fashion photography. Studio and location assignments. Prerequisites: VCD 38003 and 38004 and 48005; and photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $45 flat fee—subject to change.48092 Practicum in Photography (1-3)(Repeatable for a total of 10 hours. Cross-listed with JMC 42092) Individual or group investigation into student-selected areas of photographic field."
46003,Digital Typography,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Applying typographic rules in digital environments. Organizing large amounts of text in complex architectures and designing viewer controlled space. Exploration of dynamic information, sound and motion sequences. Prerequisites: VCD 23001 or 27001 or 37001.46053 Web Design and Programming Studio (3)(Cross-listed with CS 47107) A joint computer science and visual communication design project course exploring advanced aspects of Web design and programming. Student may pursue individually defined projects or team projects for real clients. Limited enrollment. Prerequisites: VCD 46001.48005 Color Photography (3)(Cross-listed with JMC 42005) The discipline of color photography is explored through a range of lectures, assignments and critiques. Prerequisites: VCD 38003 and 38004. Special fee: $110 flat fee—subject to change.48007 Photo Illustration Techniques (3)(Cross-listed with JMC 42007) Creative photography for advertising and editorial uses. Art director/photographer relationship stressed in given assignments. Critique by professionals in addition to academic evaluation. Prerequisites: VCD 38003 and 38004 and 48005; and photo illustration (PHOI) or visual communication design (VCD)major. Special fee: $90 flat fee—subject to change.48009 Fashion Photography (3)(Cross-listed with JMC 42009) Instruction in studio lighting, filters and special effects. Emphasis on editorial and advertising fashion photography. Studio and location assignments. Prerequisites: VCD 38003 and 38004 and 48005; and photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $45 flat fee—subject to change.48092 Practicum in Photography (1-3)(Repeatable for a total of 10 hours. Cross-listed with JMC 42092) Individual or group investigation into student-selected areas of photographic field."
23001,or 27001 or 37001.46053 Web Design and Programming Studio,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"(Cross-listed with CS 47107) A joint computer science and visual communication design project course exploring advanced aspects of Web design and programming. Student may pursue individually defined projects or team projects for real clients. Limited enrollment. Prerequisites: VCD 46001.48005 Color Photography (3)(Cross-listed with JMC 42005) The discipline of color photography is explored through a range of lectures, assignments and critiques. Prerequisites: VCD 38003 and 38004. Special fee: $110 flat fee—subject to change.48007 Photo Illustration Techniques (3)(Cross-listed with JMC 42007) Creative photography for advertising and editorial uses. Art director/photographer relationship stressed in given assignments. Critique by professionals in addition to academic evaluation. Prerequisites: VCD 38003 and 38004 and 48005; and photo illustration (PHOI) or visual communication design (VCD)major. Special fee: $90 flat fee—subject to change.48009 Fashion Photography (3)(Cross-listed with JMC 42009) Instruction in studio lighting, filters and special effects. Emphasis on editorial and advertising fashion photography. Studio and location assignments. Prerequisites: VCD 38003 and 38004 and 48005; and photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $45 flat fee—subject to change.48092 Practicum in Photography (1-3)(Repeatable for a total of 10 hours. Cross-listed with JMC 42092) Individual or group investigation into student-selected areas of photographic field."
48005,Color Photography,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"(Cross-listed with JMC 42005) The discipline of color photography is explored through a range of lectures, assignments and critiques. Prerequisites: VCD 38003 and 38004. Special fee: $110 flat fee—subject to change.48007 Photo Illustration Techniques (3)(Cross-listed with JMC 42007) Creative photography for advertising and editorial uses. Art director/photographer relationship stressed in given assignments. Critique by professionals in addition to academic evaluation. Prerequisites: VCD 38003 and 38004 and 48005; and photo illustration (PHOI) or visual communication design (VCD)major. Special fee: $90 flat fee—subject to change.48009 Fashion Photography (3)(Cross-listed with JMC 42009) Instruction in studio lighting, filters and special effects. Emphasis on editorial and advertising fashion photography. Studio and location assignments. Prerequisites: VCD 38003 and 38004 and 48005; and photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $45 flat fee—subject to change.48092 Practicum in Photography (1-3)(Repeatable for a total of 10 hours. Cross-listed with JMC 42092) Individual or group investigation into student-selected areas of photographic field."
38003,and 38004. Special fee: $110 flat fee—subject to change.48007 Photo Illustration Techniques,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"(Cross-listed with JMC 42007) Creative photography for advertising and editorial uses. Art director/photographer relationship stressed in given assignments. Critique by professionals in addition to academic evaluation. Prerequisites: VCD 38003 and 38004 and 48005; and photo illustration (PHOI) or visual communication design (VCD)major. Special fee: $90 flat fee—subject to change.48009 Fashion Photography (3)(Cross-listed with JMC 42009) Instruction in studio lighting, filters and special effects. Emphasis on editorial and advertising fashion photography. Studio and location assignments. Prerequisites: VCD 38003 and 38004 and 48005; and photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $45 flat fee—subject to change.48092 Practicum in Photography (1-3)(Repeatable for a total of 10 hours. Cross-listed with JMC 42092) Individual or group investigation into student-selected areas of photographic field."
38003,and 38004 and 48005; and photo illustration (PHOI) or visual communication design (VCD)major. Special fee: $90 flat fee—subject to change.48009 Fashion Photography,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"(Cross-listed with JMC 42009) Instruction in studio lighting, filters and special effects. Emphasis on editorial and advertising fashion photography. Studio and location assignments. Prerequisites: VCD 38003 and 38004 and 48005; and photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $45 flat fee—subject to change.48092 Practicum in Photography (1-3)(Repeatable for a total of 10 hours. Cross-listed with JMC 42092) Individual or group investigation into student-selected areas of photographic field."
38003,and 38004 and 48005; and photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $45 flat fee—subject to change.48092 Practicum in Photography (1-3)(Repeatable for a total of 10 hours. Cross-listed with JMC 42092) Individual or group investigation into student-selected areas of photographic field. Prerequisite: junior or senior standing; and photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $15/credit hour—subject to change.49098 Senior Research Proposal: Graphic Design and Illustration,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,Research proposal must be approved by a faculty committee before project is started. Research paper or project must meet the educational and professional criteria of the program. S/U grading; IP grade permissible.
49198,Senior Research Paper: Graphic Design/Illustration,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Written documentation of a senior project in graphic design or illustration. If Senior Project GD/I, VCD 49199 option is chosen, it must be taken concurrently with Senior Research Paper and presented for final review by a faculty committee. IP grade permissible. Prerequisites: senior standing and VCD 49098. This course may be used to satisfy the writing-intensive requirement with approval of major department.49199 Senior Project: Graphic Design/ Illustration (3)A final visual project in graphic design or illustration structured by a senior (with approval by faculty committee), completed independently and presented for review and evaluation by a faculty committee during final semester before graduation. IP grade permissible."
49199,"option is chosen, it must be taken concurrently with Senior Research Paper and presented for final review by a faculty committee. IP grade permissible. Prerequisites: senior standing and VCD 49098. This course may be used to satisfy the writing-intensive requirement with approval of major department.49199 Senior Project: Graphic Design/ Illustration",VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"A final visual project in graphic design or illustration structured by a senior (with approval by faculty committee), completed independently and presented for review and evaluation by a faculty committee during final semester before graduation. IP grade permissible."
