Course Number,Course Name,Department,Prerequisites,Description
30008,Junior Portfolio Review-Photo Illustration,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"A required portfolio review of work completed in VCD 38001, 38003 and 38004. Student interview are conducted by VCD faculty. Students who successfully pass review may continue in the B.S. degree program in Photo Illustration. Students not receiving a passing grade may not continue in the program. Prerequisites: VCD 38004 and photo illustration (PHOI) major. Corequisite: VCD 38001. 30009 Junior Portfolio Review: Graphic Design/Illustration (1)Required portfolio review in conference with the visual communication design faculty of work completed in VCD 32000, 32001, 33000 and33001. Students successfully passing review may continue in the B.A. degree. To change to the B.F.A. degree or B.S./M.A. combined degrees in visual communication design, students must receive a minimum B (3.0) grade in junior portfolio review. Those students not receiving a passing grade in review should see Requirement 3 in program section. Prerequisites: VCD 20009 and 38001 and 38003 and 38004 (for PHOI majors); or VCD 32000 and 33000. Corequisites: VCD 33001 and 32001 (for VCD majors); and photo illustration (PHOI) or visual communication (VCD) major.32000 Illustration I (3)Continuation of Design/Illustration Techniques I and II with emphasis on technique and creative solutions as they apply to four specific illustration areas, viz., editorial, book, advertising and institutional. Prerequisites: VCD 20009.32001 Illustration II (3)Illustration as communication: conceptual problem-solving visualizations of ideas utilizing felt tip markers as the medium of expression. Prerequisites: VCD 32000.33000 Graphic Design I (3)Continuation of Introduction to Graphic Design and Introduction to Typography in the structuring of 2-D communication design utilizing headline, body copy and illustration with the addition of limited conceptual content. Prerequisites: VCD 20009. Special fee: $36 flat fee—subject to change.33001 Graphic Design II (3)Continuation of Graphic Design I utilizing basic layout with emphasis on concept as applied to problem solving methodologies through a series of exercises and problems. Prerequisites: VCD 32000 and 33000. Special fee: $36 flat fee—subject to change.37000 Visual Design for Media: Advanced (3)A laboratory course in which students apply design concepts to computer-generated communication pieces using a layout software program. May not be used toward degree requirements by visual communication design majors."
38003,and 38004. Student interview are conducted by VCD faculty. Students who successfully pass review may continue in the B.S. degree program in Photo Illustration. Students not receiving a passing grade may not continue in the program. Prerequisites: VCD 38004 and photo illustration (PHOI) major. Corequisite: VCD 38001. 30009 Junior Portfolio Review: Graphic Design/Illustration,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Required portfolio review in conference with the visual communication design faculty of work completed in VCD 32000, 32001, 33000 and33001. Students successfully passing review may continue in the B.A. degree. To change to the B.F.A. degree or B.S./M.A. combined degrees in visual communication design, students must receive a minimum B (3.0) grade in junior portfolio review. Those students not receiving a passing grade in review should see Requirement 3 in program section. Prerequisites: VCD 20009 and 38001 and 38003 and 38004 (for PHOI majors); or VCD 32000 and 33000. Corequisites: VCD 33001 and 32001 (for VCD majors); and photo illustration (PHOI) or visual communication (VCD) major.32000 Illustration I (3)Continuation of Design/Illustration Techniques I and II with emphasis on technique and creative solutions as they apply to four specific illustration areas, viz., editorial, book, advertising and institutional. Prerequisites: VCD 20009.32001 Illustration II (3)Illustration as communication: conceptual problem-solving visualizations of ideas utilizing felt tip markers as the medium of expression. Prerequisites: VCD 32000.33000 Graphic Design I (3)Continuation of Introduction to Graphic Design and Introduction to Typography in the structuring of 2-D communication design utilizing headline, body copy and illustration with the addition of limited conceptual content. Prerequisites: VCD 20009. Special fee: $36 flat fee—subject to change.33001 Graphic Design II (3)Continuation of Graphic Design I utilizing basic layout with emphasis on concept as applied to problem solving methodologies through a series of exercises and problems. Prerequisites: VCD 32000 and 33000. Special fee: $36 flat fee—subject to change.37000 Visual Design for Media: Advanced (3)A laboratory course in which students apply design concepts to computer-generated communication pieces using a layout software program. May not be used toward degree requirements by visual communication design majors."
33000,"and33001. Students successfully passing review may continue in the B.A. degree. To change to the B.F.A. degree or B.S./M.A. combined degrees in visual communication design, students must receive a minimum B (3.0) grade in junior portfolio review. Those students not receiving a passing grade in review should see Requirement 3 in program section. Prerequisites: VCD 20009 and 38001 and 38003 and 38004 (for PHOI majors); or VCD 32000 and 33000. Corequisites: VCD 33001 and 32001 (for VCD majors); and photo illustration (PHOI) or visual communication (VCD) major.32000 Illustration I",VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Continuation of Design/Illustration Techniques I and II with emphasis on technique and creative solutions as they apply to four specific illustration areas, viz., editorial, book, advertising and institutional. Prerequisites: VCD 20009.32001 Illustration II (3)Illustration as communication: conceptual problem-solving visualizations of ideas utilizing felt tip markers as the medium of expression. Prerequisites: VCD 32000.33000 Graphic Design I (3)Continuation of Introduction to Graphic Design and Introduction to Typography in the structuring of 2-D communication design utilizing headline, body copy and illustration with the addition of limited conceptual content. Prerequisites: VCD 20009. Special fee: $36 flat fee—subject to change.33001 Graphic Design II (3)Continuation of Graphic Design I utilizing basic layout with emphasis on concept as applied to problem solving methodologies through a series of exercises and problems. Prerequisites: VCD 32000 and 33000. Special fee: $36 flat fee—subject to change.37000 Visual Design for Media: Advanced (3)A laboratory course in which students apply design concepts to computer-generated communication pieces using a layout software program. May not be used toward degree requirements by visual communication design majors."
32001,Illustration II,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Illustration as communication: conceptual problem-solving visualizations of ideas utilizing felt tip markers as the medium of expression. Prerequisites: VCD 32000.33000 Graphic Design I (3)Continuation of Introduction to Graphic Design and Introduction to Typography in the structuring of 2-D communication design utilizing headline, body copy and illustration with the addition of limited conceptual content. Prerequisites: VCD 20009. Special fee: $36 flat fee—subject to change.33001 Graphic Design II (3)Continuation of Graphic Design I utilizing basic layout with emphasis on concept as applied to problem solving methodologies through a series of exercises and problems. Prerequisites: VCD 32000 and 33000. Special fee: $36 flat fee—subject to change.37000 Visual Design for Media: Advanced (3)A laboratory course in which students apply design concepts to computer-generated communication pieces using a layout software program. May not be used toward degree requirements by visual communication design majors."
33000,Graphic Design I,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Continuation of Introduction to Graphic Design and Introduction to Typography in the structuring of 2-D communication design utilizing headline, body copy and illustration with the addition of limited conceptual content. Prerequisites: VCD 20009. Special fee: $36 flat fee—subject to change.33001 Graphic Design II (3)Continuation of Graphic Design I utilizing basic layout with emphasis on concept as applied to problem solving methodologies through a series of exercises and problems. Prerequisites: VCD 32000 and 33000. Special fee: $36 flat fee—subject to change.37000 Visual Design for Media: Advanced (3)A laboratory course in which students apply design concepts to computer-generated communication pieces using a layout software program. May not be used toward degree requirements by visual communication design majors."
33001,Graphic Design II,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,Continuation of Graphic Design I utilizing basic layout with emphasis on concept as applied to problem solving methodologies through a series of exercises and problems. Prerequisites: VCD 32000 and 33000. Special fee: $36 flat fee—subject to change.37000 Visual Design for Media: Advanced (3)A laboratory course in which students apply design concepts to computer-generated communication pieces using a layout software program. May not be used toward degree requirements by visual communication design majors.
32000,and 33000. Special fee: $36 flat fee—subject to change.37000 Visual Design for Media: Advanced,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,A laboratory course in which students apply design concepts to computer-generated communication pieces using a layout software program. May not be used toward degree requirements by visual communication design majors.
38001,Photographics,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Exploration of basic studio setups and controlled lighting with special emphasis on the inter-relationship of photography and typography in communication. Unique solutions are created through the use of the camera and image manipulation programs. Prerequisites: VCD 13001 and 20009 and 28000 and 38004. Special fee: $45 flat fee—subject to change.38003 Photo Technology (3)(Cross-listed with JMC 32003) A professional course serving visual communication designstudents within photo-illustration major. Designed to give students an advanced working knowledge of digital and film photographic systems through testing procedures and use of special purpose materials. Prerequisites: VCD 13001 and 28000 and photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $90 flat fee—subject to change.38004 Advanced Photography (3)(Cross-listed with JMC 32004) Use of specialized equipment, materials and techniques. Development of conceptual abilities and problem-solving skills. Special equipment furnished. Prerequisites: VCD 13001 and 28000. Special fee: $90 flat fee—subject to change.38008 Photo-Design Techniques (3)(Cross-listed with JMC 32008) Use of unusual photographic materials and techniques in design of images for many purposes. Prerequisites: VCD 13001 and 28000. Special fee: $45 flat fee—subject to change.38009 Internship Seminar-Photo Illustration (1)Under the supervision of faculty, students prepare materials such as cover letters, resumes, applications for employment and individual portfolios in preparation for interviewing for an internship in their field of study. Prerequisites: VCD 38004 and photo illustration (PHOI) major. Corequisite: VCD 38001. 40025 Professional Portfolio: Graphic Design/ Illustration (1-2)(Repeatable with permission) Develop a professional portfolio in graphic design and/or illustration through selection and refinement of previously completed classroom work/development of projects in areas of deficiency with emphasis on organization and presentation. IP grade permissible. Prerequisites: photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $9/credit hour—subject to change. 40052 Graphic Design—Travel and Field Experience (1-16)Development of awareness and understanding in the practical application of graphic design and communication through directed field trip experience. S/U grading; IP grade permissible."
13001,and 20009 and 28000 and 38004. Special fee: $45 flat fee—subject to change.38003 Photo Technology,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"(Cross-listed with JMC 32003) A professional course serving visual communication designstudents within photo-illustration major. Designed to give students an advanced working knowledge of digital and film photographic systems through testing procedures and use of special purpose materials. Prerequisites: VCD 13001 and 28000 and photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $90 flat fee—subject to change.38004 Advanced Photography (3)(Cross-listed with JMC 32004) Use of specialized equipment, materials and techniques. Development of conceptual abilities and problem-solving skills. Special equipment furnished. Prerequisites: VCD 13001 and 28000. Special fee: $90 flat fee—subject to change.38008 Photo-Design Techniques (3)(Cross-listed with JMC 32008) Use of unusual photographic materials and techniques in design of images for many purposes. Prerequisites: VCD 13001 and 28000. Special fee: $45 flat fee—subject to change.38009 Internship Seminar-Photo Illustration (1)Under the supervision of faculty, students prepare materials such as cover letters, resumes, applications for employment and individual portfolios in preparation for interviewing for an internship in their field of study. Prerequisites: VCD 38004 and photo illustration (PHOI) major. Corequisite: VCD 38001. 40025 Professional Portfolio: Graphic Design/ Illustration (1-2)(Repeatable with permission) Develop a professional portfolio in graphic design and/or illustration through selection and refinement of previously completed classroom work/development of projects in areas of deficiency with emphasis on organization and presentation. IP grade permissible. Prerequisites: photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $9/credit hour—subject to change. 40052 Graphic Design—Travel and Field Experience (1-16)Development of awareness and understanding in the practical application of graphic design and communication through directed field trip experience. S/U grading; IP grade permissible."
13001,and 28000 and photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $90 flat fee—subject to change.38004 Advanced Photography,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"(Cross-listed with JMC 32004) Use of specialized equipment, materials and techniques. Development of conceptual abilities and problem-solving skills. Special equipment furnished. Prerequisites: VCD 13001 and 28000. Special fee: $90 flat fee—subject to change.38008 Photo-Design Techniques (3)(Cross-listed with JMC 32008) Use of unusual photographic materials and techniques in design of images for many purposes. Prerequisites: VCD 13001 and 28000. Special fee: $45 flat fee—subject to change.38009 Internship Seminar-Photo Illustration (1)Under the supervision of faculty, students prepare materials such as cover letters, resumes, applications for employment and individual portfolios in preparation for interviewing for an internship in their field of study. Prerequisites: VCD 38004 and photo illustration (PHOI) major. Corequisite: VCD 38001. 40025 Professional Portfolio: Graphic Design/ Illustration (1-2)(Repeatable with permission) Develop a professional portfolio in graphic design and/or illustration through selection and refinement of previously completed classroom work/development of projects in areas of deficiency with emphasis on organization and presentation. IP grade permissible. Prerequisites: photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $9/credit hour—subject to change. 40052 Graphic Design—Travel and Field Experience (1-16)Development of awareness and understanding in the practical application of graphic design and communication through directed field trip experience. S/U grading; IP grade permissible."
13001,and 28000. Special fee: $90 flat fee—subject to change.38008 Photo-Design Techniques,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"(Cross-listed with JMC 32008) Use of unusual photographic materials and techniques in design of images for many purposes. Prerequisites: VCD 13001 and 28000. Special fee: $45 flat fee—subject to change.38009 Internship Seminar-Photo Illustration (1)Under the supervision of faculty, students prepare materials such as cover letters, resumes, applications for employment and individual portfolios in preparation for interviewing for an internship in their field of study. Prerequisites: VCD 38004 and photo illustration (PHOI) major. Corequisite: VCD 38001. 40025 Professional Portfolio: Graphic Design/ Illustration (1-2)(Repeatable with permission) Develop a professional portfolio in graphic design and/or illustration through selection and refinement of previously completed classroom work/development of projects in areas of deficiency with emphasis on organization and presentation. IP grade permissible. Prerequisites: photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $9/credit hour—subject to change. 40052 Graphic Design—Travel and Field Experience (1-16)Development of awareness and understanding in the practical application of graphic design and communication through directed field trip experience. S/U grading; IP grade permissible."
13001,and 28000. Special fee: $45 flat fee—subject to change.38009 Internship Seminar-Photo Illustration,VCD,photo illustration (PHOI) or visual communication design (VCD) major; and senior standing,"Under the supervision of faculty, students prepare materials such as cover letters, resumes, applications for employment and individual portfolios in preparation for interviewing for an internship in their field of study. Prerequisites: VCD 38004 and photo illustration (PHOI) major. Corequisite: VCD 38001. 40025 Professional Portfolio: Graphic Design/ Illustration (1-2)(Repeatable with permission) Develop a professional portfolio in graphic design and/or illustration through selection and refinement of previously completed classroom work/development of projects in areas of deficiency with emphasis on organization and presentation. IP grade permissible. Prerequisites: photo illustration (PHOI) or visual communication design (VCD) major. Special fee: $9/credit hour—subject to change. 40052 Graphic Design—Travel and Field Experience (1-16)Development of awareness and understanding in the practical application of graphic design and communication through directed field trip experience. S/U grading; IP grade permissible."
