Course Number,Course Name,Department,Prerequisites,Description
40093,Variable Title Workshop in EDAD (1-5)S/U grading. Prerequisite: none.46525 Careers in Higher Education Administration and Student Personnel,EDAD,none,"Familiarize students with the history of higher education; philosophies of higher education; financial, legal and political issues facing higher education; and the careers available in colleges and universities."
